state-of-charge;open-circuit voltage/V
0.00472;2.70959430207229
0.00473;2.70991568949871
0.00474;2.71023707692513
0.00475;2.71055846435154
0.00476;2.71087985177796
0.00477;2.71120123920438
0.00478;2.71152262663079
0.00479;2.71184401405721
0.0048;2.71216540148363
0.00481;2.71248678891004
0.00482;2.71280817633646
0.00483;2.71312956376288
0.00484;2.71345095118929
0.00485;2.71377233861571
0.00486;2.71409372604213
0.00487;2.71441511346854
0.00488;2.71473650089496
0.00489;2.71505788832138
0.0049;2.7153792757478
0.00491;2.71570066317421
0.00492;2.71602205060063
0.00493;2.71634343802705
0.00494;2.71666482545346
0.00495;2.71698621287988
0.00496;2.7173076003063
0.00497;2.71762898773271
0.00498;2.71795037515913
0.00499;2.71827176258555
0.005;2.71859315001196
0.00501;2.71891453743838
0.00502;2.7192359248648
0.00503;2.71955731229121
0.00504;2.71987869971763
0.00505;2.72020008714405
0.00506;2.72052147457046
0.00507;2.72084286199688
0.00508;2.7211642494233
0.00509;2.72148563684971
0.0051;2.72180702427613
0.00511;2.72212841170255
0.00512;2.72244979912896
0.00513;2.72277118655538
0.00514;2.7230925739818
0.00515;2.72341396140822
0.00516;2.72373534883463
0.00517;2.72405673626105
0.00518;2.72437812368747
0.00519;2.72469951111388
0.0052;2.7250208985403
0.00521;2.72534228596672
0.00522;2.72566367339313
0.00523;2.72598506081955
0.00524;2.72630644824597
0.00525;2.72662783567238
0.00526;2.7269492230988
0.00527;2.72727061052522
0.00528;2.72759199795163
0.00529;2.72791338537805
0.0053;2.72823477280447
0.00531;2.72855616023088
0.00532;2.7288775476573
0.00533;2.72919893508372
0.00534;2.72952032251013
0.00535;2.72984170993655
0.00536;2.73016309736297
0.00537;2.73047531058425
0.00538;2.7306915475056
0.00539;2.73090778442696
0.0054;2.73112402134831
0.00541;2.73134025826967
0.00542;2.73155649519102
0.00543;2.73177273211238
0.00544;2.73198896903374
0.00545;2.73220520595509
0.00546;2.73242144287645
0.00547;2.7326376797978
0.00548;2.73285391671916
0.00549;2.73307015364051
0.0055;2.73328639056187
0.00551;2.73350262748323
0.00552;2.73371886440458
0.00553;2.73393510132594
0.00554;2.73415133824729
0.00555;2.73436757516865
0.00556;2.73458381209
0.00557;2.73480004901136
0.00558;2.73501628593271
0.00559;2.73523252285407
0.0056;2.73544875977543
0.00561;2.73566499669678
0.00562;2.73588123361814
0.00563;2.73609747053949
0.00564;2.73629452006006
0.00565;2.7364907613938
0.00566;2.73668700272754
0.00567;2.73688324406128
0.00568;2.73707948539502
0.00569;2.73727572672877
0.0057;2.73747196806251
0.00571;2.73766820939625
0.00572;2.73786445072999
0.00573;2.73806069206373
0.00574;2.73825693339747
0.00575;2.73845317473121
0.00576;2.73864941606495
0.00577;2.73884565739869
0.00578;2.73904189873243
0.00579;2.73923814006617
0.0058;2.73943438139991
0.00581;2.73963062273365
0.00582;2.73982686406739
0.00583;2.74002310540113
0.00584;2.74021934673487
