R0,R1,C1,k,C,u_per,soc
0.9916619397699833,0.6845547817647457,11.268662109375,2.7457499876618385,0.9852000000000001,0.5283,0.937
0.7263240404427052,0.523529713973403,11.38292578125,3.5356074571609497,0.3956,0.9541333333333333,0.49
0.9256163612008095,0.7439943496137857,11.2056591796875,3.4389320760965347,0.0214,0.9796333333333334,0.824
0.787846464663744,0.5451628472656012,11.241064453125,3.3001791685819626,0.0446,0.822,0.525
0.8926319889724255,3.7542641162872314,2.871494873046875,2.8143297880887985,0.0818,0.3792,0.069
0.932152196764946,0.8938916027545929,8.220310546875,2.4536307901144028,0.038400000000000004,0.05696666666666667,0.134
0.8223281241953373,0.5263739731162786,11.4782705078125,2.389928512275219,0.3468,0.051166666666666666,0.425
0.8553864434361458,0.6633827462792397,11.276896484375,2.821549028158188,0.7278,0.5555333333333333,0.795
1.0074933990836143,0.7483247201889753,11.2189111328125,2.472365088760853,0.39580000000000004,0.2506,0.88
0.6737679243087769,0.8734917268157005,12.7500927734375,3.124346397817135,0.9364000000000001,0.6938,0.448
1.0749395936727524,0.7576570380479097,11.204193359375,3.319733217358589,0.0782,0.9249333333333334,0.898
0.9095443412661552,0.7073236629366875,11.2469287109375,2.515280060470104,0.5958,0.28253333333333336,0.822
0.871012918651104,0.7187437266111374,11.2262568359375,2.834482863545418,0.35019999999999996,0.5609333333333333,0.78
1.0113640688359737,0.7179115433245897,11.2430390625,2.516615018248558,0.7776,0.3095666666666667,0.927
0.8341250009834766,0.36237859167158604,6.96458837890625,3.5572942346334457,0.0174,0.8838333333333334,0.109
0.5180927459150553,28.807339072227478,1.3914619140625,3.626100718975067,0.7584,0.9316,0.138
0.8739554323256016,0.7214961107820272,11.2250673828125,2.67934612929821,0.2868,0.42463333333333336,0.758
0.8182274177670479,0.23467512801289558,11.0059453125,3.6311447620391846,0.0118,0.9557333333333333,0.231
0.8519533090293407,0.6660990417003632,11.2729345703125,2.665047347545624,0.6246,0.41233333333333333,0.757
